"","OperatorName","PlantName","PlantState","County","OperatorID","PlantID","GeneratorID","UniqueID","NetGeneration2018","NameplateCapacityMW","Technology","EnergySource1","Status","OperatingMonth","OperatingYear","PlannedRetirementMonth","PlannedRetirementYear","CapacityFactor"
"2559","CITGO Petroleum Corp","CITGO Refinery Powerhouse","LA","Calcasieu",7168,52175,"GEN1","7168 52175 GEN1",0,25,"Natural Gas Steam Turbine","NG","OS",1,1942,NA,NA,0
"2567","Delaware City Refining Company LLC","Delaware City Plant","DE","New Castle",56605,52193,"G3","56605 52193 G3",37643,75,"Other Gases","OG","SB",11,1961,NA,NA,5.72952815829528
"2571","Rensselaer Generating LLC","Rensselaer Cogen","NY","Rensselaer",6838,54034,"GEN1","6838 54034 GEN1",2683,49.2,"Natural Gas Fired Combined Cycle","NG","OP",4,1994,NA,NA,0.622517355310539
"2572","Rensselaer Generating LLC","Rensselaer Cogen","NY","Rensselaer",6838,54034,"GEN2","6838 54034 GEN2",1544,39,"Natural Gas Fired Combined Cycle","NG","OP",4,1994,NA,NA,0.451937712211685
"2577","Pawtucket Power Associates LP","Pawtucket Power Associates","RI","Providence",14584,54056,"GEN1","14584 54056 GEN1",6971,41.8,"Natural Gas Fired Combined Cycle","NG","OP",12,1990,NA,NA,1.90377094666929
"2578","Pawtucket Power Associates LP","Pawtucket Power Associates","RI","Providence",14584,54056,"GEN2","14584 54056 GEN2",3498,27,"Natural Gas Fired Combined Cycle","NG","OP",12,1990,NA,NA,1.47894469812278
"2581","Veolia Energy Operating Service","Spruance Operating Services LLC","VA","Richmond City",61854,54081,"GEN1","61854 54081 GEN1",9606,57.4,"Conventional Steam Coal","BIT","OP",5,1992,1,2020,1.91041000429574
"2582","Veolia Energy Operating Service","Spruance Operating Services LLC","VA","Richmond City",61854,54081,"GEN2","61854 54081 GEN2",9184,57.4,"Conventional Steam Coal","BIT","OP",5,1992,1,2020,1.82648401826484
"2583","Veolia Energy Operating Service","Spruance Operating Services LLC","VA","Richmond City",61854,54081,"GEN3","61854 54081 GEN3",11553,57.4,"Conventional Steam Coal","BIT","OP",8,1992,NA,NA,2.29762302515393
"2584","Veolia Energy Operating Service","Spruance Operating Services LLC","VA","Richmond City",61854,54081,"GEN4","61854 54081 GEN4",8642,57.4,"Conventional Steam Coal","BIT","OP",8,1992,NA,NA,1.71869282293606
"2605","International Paper Co-Vicksbg","International Paper Vicksburg Mill","MS","Warren",9382,54100,"GEN1","9382 54100 GEN1",0,2.5,"Wood/Wood Waste Biomass","BLQ","OP",1,1967,NA,NA,0
"2616","North American Energy Services","Fortistar North Tonawanda","NY","Niagara",50136,54131,"GEN1","50136 54131 GEN1",17140,48.7,"Natural Gas Fired Combined Cycle","NG","OP",7,1993,NA,NA,4.0177022681031
"2617","North American Energy Services","Fortistar North Tonawanda","NY","Niagara",50136,54131,"GEN2","50136 54131 GEN2",6976,17,"Natural Gas Fired Combined Cycle","NG","OP",7,1993,NA,NA,4.68439430566747
"2619","Iowa State University","Iowa State University","IA","Story",9434,54201,"GEN4","9434 54201 GEN4",22,6.2,"Conventional Steam Coal","BIT","SB",10,1960,NA,NA,0.0405067020179702
"2622","ArcelorMittal Warren Inc","ArcelorMittal Warren","OH","Trumbull",56616,54207,"GEN1","56616 54207 GEN1",0,3,"Other Gases","OG","OP",10,1934,NA,NA,0
"2625","American Crystal Sugar Co","American Crystal Sugar Hillsboro","ND","Traill",491,54210,"G1","491 54210 G1",0,13.3,"Conventional Steam Coal","SUB","OP",9,1990,NA,NA,0
"2626","American Crystal Sugar Co","American Crystal Sugar Moorhead","MN","Clay",491,54211,"G1","491 54211 G1",0,3,"Conventional Steam Coal","SUB","OP",9,1948,NA,NA,0
"2627","American Crystal Sugar Co","American Crystal Sugar Moorhead","MN","Clay",491,54211,"G2","491 54211 G2",0,2,"Conventional Steam Coal","SUB","OP",9,1961,NA,NA,0
"2628","American Crystal Sugar Co","American Crystal Sugar Crookston","MN","Polk",491,54212,"G1","491 54212 G1",0,3.5,"Conventional Steam Coal","SUB","OP",9,1954,NA,NA,0
"2629","American Crystal Sugar Co","American Crystal Sugar Crookston","MN","Polk",491,54212,"G2","491 54212 G2",0,3,"Conventional Steam Coal","SUB","OP",9,1975,NA,NA,0
"2630","American Crystal Sugar Co","American Crystal Sugar Drayton","ND","Pembina",491,54213,"G1","491 54213 G1",0,6,"Conventional Steam Coal","SUB","OP",9,1965,NA,NA,0
"2631","American Crystal Sugar Co","American Crystal Sugar East Grand Forks","MN","Polk",491,54214,"G1","491 54214 G1",0,2.5,"Conventional Steam Coal","SUB","OP",9,1990,NA,NA,0
"2632","American Crystal Sugar Co","American Crystal Sugar East Grand Forks","MN","Polk",491,54214,"G2","491 54214 G2",0,5,"Conventional Steam Coal","SUB","OP",9,1990,NA,NA,0
"2633","Bowater Newport Coosa Pines Op","U S Alliance Coosa Pines","AL","Talladega",2053,54216,"AOW6","2053 54216 AOW6",0,12.5,"Natural Gas Steam Turbine","NG","OP",1,1968,NA,NA,0
"2641","Pfizer Inc","Pfizer Groton Plant","CT","New London",14928,54236,"TG 3","14928 54236 TG 3",3723,10,"Natural Gas Steam Turbine","NG","OP",1,1952,NA,NA,4.25
"2642","Pfizer Inc","Pfizer Groton Plant","CT","New London",14928,54236,"TG 4","14928 54236 TG 4",5288,10,"Natural Gas Steam Turbine","NG","OP",1,1994,NA,NA,6.0365296803653
"2659","Bucknell University","Bucknell University","PA","Union",2468,54333,"G502","2468 54333 G502",885,1.2,"Natural Gas Fired Combined Cycle","NG","OA",10,1991,NA,NA,8.4189497716895
"2662","Rio Grande Valley Sugar Growers, Inc.","Rio Grande Valley Sugar Growers","TX","Hidalgo",16098,54338,"GENA","16098 54338 GENA",225,2.5,"Other Waste Biomass","AB","OP",10,1973,NA,NA,1.02739726027397
"2663","Rio Grande Valley Sugar Growers, Inc.","Rio Grande Valley Sugar Growers","TX","Hidalgo",16098,54338,"GENB","16098 54338 GENB",304,2.5,"Other Waste Biomass","AB","OP",10,1973,NA,NA,1.38812785388128
"2664","Rio Grande Valley Sugar Growers, Inc.","Rio Grande Valley Sugar Growers","TX","Hidalgo",16098,54338,"GENC","16098 54338 GENC",182,2.5,"Other Waste Biomass","AB","OP",1,1995,NA,NA,0.831050228310502
"2665","Rio Grande Valley Sugar Growers, Inc.","Rio Grande Valley Sugar Growers","TX","Hidalgo",16098,54338,"GEND","16098 54338 GEND",1643,16,"Other Waste Biomass","AB","OP",8,2009,NA,NA,1.17223173515982
"2680","University of Colorado","University of Colorado","CO","Boulder",22208,54372,"GT1","22208 54372 GT1",3,16,"Natural Gas Fired Combined Cycle","NG","OP",8,1992,NA,NA,0.00214041095890411
"2681","University of Colorado","University of Colorado","CO","Boulder",22208,54372,"GT2","22208 54372 GT2",858,16,"Natural Gas Fired Combined Cycle","NG","OP",8,1992,NA,NA,0.612157534246575
"2682","University of Colorado","University of Colorado","CO","Boulder",22208,54372,"ST1","22208 54372 ST1",0,1,"Natural Gas Fired Combined Cycle","NG","OP",8,1992,NA,NA,0
"2683","Sinclair Oil Corp","Sinclair Oil Refinery","WY","Carbon",24205,54374,"NO2","24205 54374 NO2",0,0.4,"Other Gases","OG","SB",1,1925,NA,NA,0
"2685","State of Wisconsin","Waupun Correctional Central Heating Plt","WI","Dodge",18028,54407,"1","18028 54407 1",0,1,"Natural Gas Steam Turbine","NG","OP",5,1951,NA,NA,0
"2686","State of Wisconsin","Waupun Correctional Central Heating Plt","WI","Dodge",18028,54407,"2","18028 54407 2",0,1,"Natural Gas Steam Turbine","NG","OP",5,1951,NA,NA,0
"2687","State of Wisconsin","UW Madison Charter Street Plant","WI","Dane",18028,54408,"1","18028 54408 1",0,9.7,"Natural Gas Steam Turbine","NG","OP",1,1965,NA,NA,0
"2689","Dartmouth College","Dartmouth College Heating Plant","NH","Grafton",4823,54409,"GEN2","4823 54409 GEN2",1141,2,"Petroleum Liquids","RFO","OP",1,1970,NA,NA,6.51255707762557
"2692","EthosEnergy Power Plant Services","Quantum Pasco Power LP","FL","Pasco",58945,54424,"GT1","58945 54424 GT1",35042,57.4,"Natural Gas Fired Combined Cycle","NG","OP",7,1993,1,2019,6.96903886847088
"2693","EthosEnergy Power Plant Services","Quantum Pasco Power LP","FL","Pasco",58945,54424,"GT2","58945 54424 GT2",35028,57.4,"Natural Gas Fired Combined Cycle","NG","OP",7,1993,1,2019,6.96625459405279
"2694","EthosEnergy Power Plant Services","Quantum Pasco Power LP","FL","Pasco",58945,54424,"ST1","58945 54424 ST1",16703,26.5,"Natural Gas Fired Combined Cycle","NG","OP",7,1993,1,2019,7.19522701817868
"2716","ReEnergy Biomass LLC","ReEnergy Lyonsdale Biomass","NY","Lewis",57431,54526,"STG","57431 54526 STG",0,21.1,"Wood/Wood Waste Biomass","WDS","OS",8,1992,NA,NA,0
"2739","Saranac Power Partners LP","Saranac Facility","NY","Clinton",16729,54574,"GEN1","16729 54574 GEN1",21555,95.2,"Natural Gas Fired Combined Cycle","NG","OP",6,1994,NA,NA,2.58468113272706
"2740","Saranac Power Partners LP","Saranac Facility","NY","Clinton",16729,54574,"GEN2","16729 54574 GEN2",26293,95.2,"Natural Gas Fired Combined Cycle","NG","OP",6,1994,NA,NA,3.15281934691685
"2741","Saranac Power Partners LP","Saranac Facility","NY","Clinton",16729,54574,"GEN3","16729 54574 GEN3",22936,95.2,"Natural Gas Fired Combined Cycle","NG","OP",6,1994,NA,NA,2.75027819346917
"2742","Bicent Power","Tanner Street Generation","MA","Middlesex",56171,54586,"VAX","56171 54586 VAX",7241,27.1,"Natural Gas Fired Combined Cycle","NG","OP",10,1992,NA,NA,3.05017776205159
"2743","Bicent Power","Tanner Street Generation","MA","Middlesex",56171,54586,"TRENT","56171 54586 TRENT",29527,57.9,"Natural Gas Fired Combined Cycle","NG","OP",10,2008,NA,NA,5.82152348956239
"2744","Power City Partners LP","Massena Energy Facility","NY","St Lawrence",15253,54592,"GEN1","15253 54592 GEN1",1055,66.5,"Natural Gas Fired Combined Cycle","NG","OP",7,1992,NA,NA,0.181103443540358
"2745","Power City Partners LP","Massena Energy Facility","NY","St Lawrence",15253,54592,"GEN2","15253 54592 GEN2",635,35.6,"Natural Gas Fired Combined Cycle","NG","OP",7,1992,NA,NA,0.203619619311477
"2746","Seneca Power Partners LP","Batavia Power Plant","NY","Genesee",16839,54593,"GEN1","16839 54593 GEN1",24723,47.7,"Natural Gas Fired Combined Cycle","NG","OP",9,1992,NA,NA,5.9166882053933
"2747","Seneca Power Partners LP","Batavia Power Plant","NY","Genesee",16839,54593,"GEN2","16839 54593 GEN2",10226,18.5,"Natural Gas Fired Combined Cycle","NG","OP",9,1992,NA,NA,6.31000863877576
"2753","New Hope Power Company","Okeelanta Cogeneration","FL","Palm Beach",13492,54627,"GEN1","13492 54627 GEN1",19342,74.9,"Other Waste Biomass","AB","OP",1,1996,NA,NA,2.94791838128159
"2754","New Hope Power Company","Okeelanta Cogeneration","FL","Palm Beach",13492,54627,"GEN2","13492 54627 GEN2",43488,54,"Other Waste Biomass","AB","OP",8,2006,NA,NA,9.19330289193303
"2766","FreePort-McMoRan-Corp-Chino Mines","Chino Mines","NM","Grant",3670,54667,"7","3670 54667 7",0,16.5,"Natural Gas Fired Combined Cycle","NG","SB",10,1959,NA,NA,0
"2767","FreePort-McMoRan-Corp-Chino Mines","Chino Mines","NM","Grant",3670,54667,"9","3670 54667 9",23730,37.5,"Natural Gas Fired Combined Cycle","NG","SB",7,2001,NA,NA,7.22374429223744
"2781","Falcon Power Operating Company","Yuma Cogeneration Associates","AZ","Yuma",49919,54694,"GEN1","49919 54694 GEN1",27908,44.1,"Natural Gas Fired Combined Cycle","NG","OP",3,1994,NA,NA,7.22413775251349
"2782","Falcon Power Operating Company","Yuma Cogeneration Associates","AZ","Yuma",49919,54694,"GEN2","49919 54694 GEN2",13388,18.5,"Natural Gas Fired Combined Cycle","NG","OP",3,1994,NA,NA,8.26113785017895
"2784","Goal Line LP","Goal Line LP","CA","San Diego",22269,54749,"CTG","22269 54749 CTG",14885,41.2,"Natural Gas Fired Combined Cycle","NG","OP",8,1994,NA,NA,4.12427406126701
"2785","Goal Line LP","Goal Line LP","CA","San Diego",22269,54749,"STG","22269 54749 STG",3257,10.2,"Natural Gas Fired Combined Cycle","NG","OP",8,1994,NA,NA,3.64513385262781
"2802","University of Illinois","University of Illinois Abbott Power Plt","IL","Champaign",19528,54780,"T1","19528 54780 T1",296,3,"Natural Gas Steam Turbine","NG","OP",11,1940,NA,NA,1.12633181126332
"2803","University of Illinois","University of Illinois Abbott Power Plt","IL","Champaign",19528,54780,"T2","19528 54780 T2",2019,3,"Natural Gas Steam Turbine","NG","OP",11,1940,NA,NA,7.68264840182648
"2804","University of Illinois","University of Illinois Abbott Power Plt","IL","Champaign",19528,54780,"T3","19528 54780 T3",0,3,"Natural Gas Steam Turbine","NG","OP",11,1948,NA,NA,0
"2805","University of Illinois","University of Illinois Abbott Power Plt","IL","Champaign",19528,54780,"T4","19528 54780 T4",0,3,"Natural Gas Steam Turbine","NG","OP",2,1951,NA,NA,0
"2807","University of Illinois","University of Illinois Abbott Power Plt","IL","Champaign",19528,54780,"T7","19528 54780 T7",810,7.5,"Natural Gas Steam Turbine","NG","OP",8,1962,NA,NA,1.23287671232877
"2808","University of Illinois","University of Illinois Abbott Power Plt","IL","Champaign",19528,54780,"T10","19528 54780 T10",2986,12.5,"Natural Gas Steam Turbine","NG","OP",8,2004,NA,NA,2.72694063926941
"2809","University of Illinois","University of Illinois Abbott Power Plt","IL","Champaign",19528,54780,"T11","19528 54780 T11",8550,12.5,"Natural Gas Steam Turbine","NG","OP",6,2004,NA,NA,7.80821917808219
"2815","American Sugar Refining, Inc.","Domino Sugar Baltimore","MD","Baltimore City",5277,54795,"GEN1","5277 54795 GEN1",0,5,"Natural Gas Steam Turbine","NG","OA",6,1959,NA,NA,0
"2821","Milford Power LLC","Milford Power LP","MA","Worcester",12469,54805,"ST-1","12469 54805 ST-1",75570,120.4,"Natural Gas Fired Combined Cycle","NG","OP",3,1993,NA,NA,7.16504346243117
"2828","Bristol-Myers Squibb Co","Bristol Myers Squibb New Brunswick","NJ","Middlesex",2265,54829,"GEN2","2265 54829 GEN2",56,1,"Natural Gas Steam Turbine","NG","SB",8,1999,NA,NA,0.639269406392694
"2833","Virginia Electric & Power Co","Gordonsville Energy LP","VA","Louisa",19876,54844,"GOR2","19876 54844 GOR2",0,97.2,"Natural Gas Fired Combined Cycle","NG","OP",3,1994,NA,NA,0
"2834","Virginia Electric & Power Co","Gordonsville Energy LP","VA","Louisa",19876,54844,"GOR3","19876 54844 GOR3",0,53,"Natural Gas Fired Combined Cycle","NG","OP",3,1994,NA,NA,0
"2835","Virginia Electric & Power Co","Gordonsville Energy LP","VA","Louisa",19876,54844,"GOR4","19876 54844 GOR4",0,53,"Natural Gas Fired Combined Cycle","NG","OP",3,1994,NA,NA,0
"2836","Cox Interior Inc","Cox Waste to Energy","KY","Taylor",4413,54850,"1","4413 54850 1",2125,4,"Wood/Wood Waste Biomass","WDS","OP",1,1995,NA,NA,6.06449771689498
"2837","Cox Interior Inc","Cox Waste to Energy","KY","Taylor",4413,54850,"2","4413 54850 2",0,1,"Wood/Wood Waste Biomass","WDS","OP",10,2002,NA,NA,0
"2839","Archer Daniels Midland Co","Enderlin","ND","Ransom",772,54908,"GEN1","772 54908 GEN1",1038,5.1,"Other Waste Biomass","AB","SB",8,1983,NA,NA,2.32339511146925
"2840","Archer Daniels Midland Co","Enderlin","ND","Ransom",772,54908,"GEN2","772 54908 GEN2",0,4.7,"Other Waste Biomass","AB","SB",8,1983,NA,NA,0
"2852","University of Oregon","Univ of Oregon Central Power Station","OR","Lane",24008,54950,"CTG1","24008 54950 CTG1",698,7.5,"Natural Gas Fired Combined Cycle","NG","OP",12,2012,NA,NA,1.06240487062405
"2853","University of Oregon","Univ of Oregon Central Power Station","OR","Lane",24008,54950,"STG1","24008 54950 STG1",13,3.5,"Natural Gas Fired Combined Cycle","NG","OP",12,2012,NA,NA,0.0424005218525766
"2866","SEPG Operating Services, LLC MGC","Mid-Georgia Cogeneration Facility","GA","Houston",12564,55040,"CT1","12564 55040 CT1",73492,106.5,"Natural Gas Fired Combined Cycle","NG","OP",10,1997,NA,NA,7.87746264497181
"2867","SEPG Operating Services, LLC MGC","Mid-Georgia Cogeneration Facility","GA","Houston",12564,55040,"CT2","12564 55040 CT2",74004,106.5,"Natural Gas Fired Combined Cycle","NG","OP",2,1998,NA,NA,7.93234291594315
"2868","SEPG Operating Services, LLC MGC","Mid-Georgia Cogeneration Facility","GA","Houston",12564,55040,"ST1","12564 55040 ST1",63840,110,"Natural Gas Fired Combined Cycle","NG","OP",12,1997,NA,NA,6.62515566625156
"2896","Casco Bay Energy Co LLC","Maine Independence Station","ME","Penobscot",4966,55068,"GEN1","4966 55068 GEN1",78145,177.8,"Natural Gas Fired Combined Cycle","NG","OP",5,2000,NA,NA,5.01724527584737
"2897","Casco Bay Energy Co LLC","Maine Independence Station","ME","Penobscot",4966,55068,"GEN2","4966 55068 GEN2",65615,177.8,"Natural Gas Fired Combined Cycle","NG","OP",5,2000,NA,NA,4.21276535638525
"2898","Casco Bay Energy Co LLC","Maine Independence Station","ME","Penobscot",4966,55068,"GEN3","4966 55068 GEN3",91127,194.6,"Natural Gas Fired Combined Cycle","NG","OP",5,2000,NA,NA,5.34564520594874
"2910","Gregory Power Partners LP","Gregory Power Facility","TX","San Patricio",7667,55086,"GT1B","7667 55086 GT1B",0,166,"Natural Gas Fired Combined Cycle","NG","OS",7,2000,NA,NA,0
"2933","Rumford Power","Rumford Power LLC","ME","Oxford",54821,55100,"UNT1","54821 55100 UNT1",96694,179.4,"Natural Gas Fired Combined Cycle","NG","OP",7,2000,NA,NA,6.15280259413672
"2934","Rumford Power","Rumford Power LLC","ME","Oxford",54821,55100,"UNT2","54821 55100 UNT2",53726,95.1,"Natural Gas Fired Combined Cycle","NG","OP",7,2000,NA,NA,6.44911148562676
"2945","Calpine Corp-Sutter","Sutter Energy Center","CA","Sutter",22650,55112,"CT02","22650 55112 CT02",17142,212,"Natural Gas Fired Combined Cycle","NG","OP",7,2001,NA,NA,0.923042129749289
"2995","CXA La Paloma LLC","La Paloma Generating Plant","CA","Kern",61173,55151,"GEN3","61173 55151 GEN3",187922,300,"Natural Gas Fired Combined Cycle","NG","OA",3,2003,NA,NA,7.15076103500761
"2996","CXA La Paloma LLC","La Paloma Generating Plant","CA","Kern",61173,55151,"GEN4","61173 55151 GEN4",10332,300,"Natural Gas Fired Combined Cycle","NG","OA",3,2003,NA,NA,0.393150684931507
"3026","South Point Energy Center LLC","South Point Energy Center","AZ","Mohave",50157,55177,"A","50157 55177 A",179598,236,"Natural Gas Fired Combined Cycle","NG","OP",6,2001,NA,NA,8.6873113536104
"3027","South Point Energy Center LLC","South Point Energy Center","AZ","Mohave",50157,55177,"B","50157 55177 B",0,236,"Natural Gas Fired Combined Cycle","NG","OA",6,2001,NA,NA,0
"3028","South Point Energy Center LLC","South Point Energy Center","AZ","Mohave",50157,55177,"ST1","50157 55177 ST1",81553,236,"Natural Gas Fired Combined Cycle","NG","OP",6,2001,NA,NA,3.94478948997756
"3039","Invenergy Services LLC","Nelson Energy Center","IL","Lee",49893,55183,"ST1","49893 55183 ST1",0,133.1,"Natural Gas Fired Combined Cycle","NG","OP",5,2015,NA,NA,0
"3040","Invenergy Services LLC","Nelson Energy Center","IL","Lee",49893,55183,"ST2","49893 55183 ST2",0,133.1,"Natural Gas Fired Combined Cycle","NG","OP",5,2015,NA,NA,0
"3046","Cordova Energy Co LLC","Cordova Energy","IL","Rock Island",4210,55188,"PT11","4210 55188 PT11",29173,210,"Natural Gas Fired Combined Cycle","NG","OP",6,2001,NA,NA,1.58583387692977
"3047","Cordova Energy Co LLC","Cordova Energy","IL","Rock Island",4210,55188,"PT21","4210 55188 PT21",22433,210,"Natural Gas Fired Combined Cycle","NG","OP",6,2001,NA,NA,1.21944988040878
"3048","Cordova Energy Co LLC","Cordova Energy","IL","Rock Island",4210,55188,"PT31","4210 55188 PT31",27460,191.2,"Natural Gas Fired Combined Cycle","NG","OP",6,2001,NA,NA,1.63948911942836
"3065","Public Service Co of NM","Afton Generating Station","NM","Dona Ana",15473,55210,"2","15473 55210 2",0,110,"Natural Gas Fired Combined Cycle","NG","OP",10,2007,NA,NA,0
"3076","Morris Cogeneration LLC","Morris Cogeneration LLC","IL","Grundy",54755,55216,"STG1","54755 55216 STG1",66346,82.9,"Natural Gas Fired Combined Cycle","NG","OP",6,2000,NA,NA,9.13600035251802
"3096","Arkansas Electric Coop Corp","Harry L. Oswald","AR","Pulaski",807,55221,"G8","807 55221 G8",34689,105,"Natural Gas Fired Combined Cycle","NG","OP",7,2002,NA,NA,3.77136333985649
"3097","Arkansas Electric Coop Corp","Harry L. Oswald","AR","Pulaski",807,55221,"G9","807 55221 G9",76056,105,"Natural Gas Fired Combined Cycle","NG","OP",7,2002,NA,NA,8.26875407697325
"3233","Otay Mesa Energy Center LLC","Otay Mesa Generating Project","CA","San Diego",14274,55345,"1-Jan","14274 55345 1-Jan",140693,198.9,"Natural Gas Fired Combined Cycle","NG","OP",10,2009,NA,NA,8.07483396121591
"3234","Otay Mesa Energy Center LLC","Otay Mesa Generating Project","CA","San Diego",14274,55345,"2-Jan","14274 55345 2-Jan",163088,198.9,"Natural Gas Fired Combined Cycle","NG","OP",10,2009,NA,NA,9.36015666072072
"3235","Otay Mesa Energy Center LLC","Otay Mesa Generating Project","CA","San Diego",14274,55345,"3-Jan","14274 55345 3-Jan",189370,290.7,"Natural Gas Fired Combined Cycle","NG","OP",10,2009,NA,NA,7.4363879974805
"3256","New Harquahala Generating Co, LLC","Harquahala Generating Project","AZ","Maricopa",32790,55372,"CTG1","32790 55372 CTG1",814,281.7,"Natural Gas Fired Combined Cycle","NG","OP",6,2004,NA,NA,0.0329862884022803
"3257","New Harquahala Generating Co, LLC","Harquahala Generating Project","AZ","Maricopa",32790,55372,"CTG2","32790 55372 CTG2",815,281.7,"Natural Gas Fired Combined Cycle","NG","OP",9,2004,NA,NA,0.0330268120981062
"3258","New Harquahala Generating Co, LLC","Harquahala Generating Project","AZ","Maricopa",32790,55372,"CTG3","32790 55372 CTG3",1112,281.7,"Natural Gas Fired Combined Cycle","NG","OP",8,2004,NA,NA,0.0450623497583977
"3259","New Harquahala Generating Co, LLC","Harquahala Generating Project","AZ","Maricopa",32790,55372,"STG1","32790 55372 STG1",360,160,"Natural Gas Fired Combined Cycle","NG","OP",6,2004,NA,NA,0.0256849315068493
"3260","New Harquahala Generating Co, LLC","Harquahala Generating Project","AZ","Maricopa",32790,55372,"STG2","32790 55372 STG2",361,160,"Natural Gas Fired Combined Cycle","NG","OP",9,2004,NA,NA,0.0257562785388128
"3261","New Harquahala Generating Co, LLC","Harquahala Generating Project","AZ","Maricopa",32790,55372,"STG3","32790 55372 STG3",353,160,"Natural Gas Fired Combined Cycle","NG","OP",8,2004,NA,NA,0.025185502283105
"3369","South Houston Green Power LLC","Green Power 2","TX","Galveston",17566,55470,"ST805","17566 55470 ST805",22494,250,"Natural Gas Fired Combined Cycle","NG","OP",5,2009,NA,NA,1.02712328767123
"3427","Pine Bend LLC","GRS Pine Bend","MN","Dakota",57247,55598,"1","57247 55598 1",0,5,"Landfill Gas","LFG","OS",4,1996,NA,NA,0
"3468","American Mun Power-Ohio, Inc","Fremont Energy Center","OH","Sandusky",40577,55701,"CA01","40577 55701 CA01",0,358.7,"Natural Gas Fired Combined Cycle","NG","OP",1,2012,NA,NA,0
"3488","Los Esteros Critical Energy Facility LLC","Los Esteros Critical Energy Center","CA","Santa Clara",2860,55748,"CAG5","2860 55748 CAG5",108952,126.1,"Natural Gas Fired Combined Cycle","NG","OP",8,2013,NA,NA,9.86315854272357
"3509","Inland Empire Energy Ctr LLC","Inland Empire Energy Center","CA","Riverside",9155,55853,"1","9155 55853 1",201502,409.5,"Natural Gas Fired Combined Cycle","NG","OP",7,2009,1,2020,5.61721890489014
"3510","Inland Empire Energy Ctr LLC","Inland Empire Energy Center","CA","Riverside",9155,55853,"2","9155 55853 2",0,409.5,"Natural Gas Fired Combined Cycle","NG","OS",5,2010,1,2020,0
"3524","Virginia Electric & Power Co","Warren County","VA","Warren",19876,55939,"CT02","19876 55939 CT02",0,297.5,"Natural Gas Fired Combined Cycle","NG","OP",12,2014,NA,NA,0
"3525","Virginia Electric & Power Co","Warren County","VA","Warren",19876,55939,"CT03","19876 55939 CT03",0,297.5,"Natural Gas Fired Combined Cycle","NG","OP",12,2014,NA,NA,0
"3526","Virginia Electric & Power Co","Warren County","VA","Warren",19876,55939,"ST01","19876 55939 ST01",0,579.7,"Natural Gas Fired Combined Cycle","NG","OP",12,2014,NA,NA,0
"3580","Southern Power Co","Mankato Energy Center","MN","Blue Earth",17650,56104,"STG1","17650 56104 STG1",163692,320,"Natural Gas Fired Combined Cycle","NG","OP",7,2006,NA,NA,5.83946917808219
"3595","Kennecott Utah Copper","Kennecott Power Plant","UT","Salt Lake",49805,56163,"4","49805 56163 4",0,82,"Conventional Steam Coal","BIT","OA",1,1958,NA,NA,0
"3627","Phillips 66 Company","Santa Maria EPG","CA","San Luis Obispo",50045,56284,"EPG","50045 56284 EPG",1274,5.5,"Other Gases","OG","OP",12,1995,NA,NA,2.64425072644251
"3633","Ashley Energy LLC","Trigen St. Louis","MO","St Louis",50130,56309,"ST-3","50130 56309 ST-3",255,18.2,"Natural Gas Fired Combined Cycle","NG","OP",6,2000,NA,NA,0.159942796929098
"3634","Ashley Energy LLC","Trigen St. Louis","MO","St Louis",50130,56309,"ST-4","50130 56309 ST-4",0,1.5,"Natural Gas Steam Turbine","NG","OP",6,1999,NA,NA,0
"3635","Ashley Energy LLC","Trigen St. Louis","MO","St Louis",50130,56309,"ST-5","50130 56309 ST-5",0,1.5,"Natural Gas Steam Turbine","NG","OP",6,1999,NA,NA,0
"3649","City of Riverside - (CA)","Clearwater Power Plant","CA","Riverside",16088,56356,"CT1","16088 56356 CT1",11465,41,"Natural Gas Fired Combined Cycle","NG","OP",3,2005,NA,NA,3.19217062033634
"3650","City of Riverside - (CA)","Clearwater Power Plant","CA","Riverside",16088,56356,"ST1","16088 56356 ST1",3467,8,"Natural Gas Fired Combined Cycle","NG","OP",3,2005,NA,NA,4.94720319634703
"3653","Acciona Solar Power","Nevada Solar One","NV","Clark",55744,56405,"ONE","55744 56405 ONE",2572,75.7,"Solar Thermal without Energy Storage","SUN","OP",6,2007,NA,NA,0.387856414710797
"3678","Phillips 66 Billings Refinery","Phillips 66 Billings Refinery","MT","Yellowstone",54916,56496,"3701","54916 56496 3701",0,1.6,"Other Gases","OG","OA",12,2007,NA,NA,0
"3708","Virginia Electric & Power Co","Bear Garden","VA","Buckingham",19876,56807,"1B","19876 56807 1B",0,152,"Natural Gas Fired Combined Cycle","NG","OP",5,2011,NA,NA,0
"3739","NRG Energy Services","Ivanpah 2","CA","San Bernardino",57499,57073,"ST1","57499 57073 ST1",13045,133.4,"Solar Thermal without Energy Storage","SUN","OP",12,2013,NA,NA,1.11630828421406
"3740","NRG Energy Services","Ivanpah 1","CA","San Bernardino",57499,57074,"ST1","57499 57074 ST1",11334,133,"Solar Thermal without Energy Storage","SUN","OP",12,2013,NA,NA,0.972808734164178
"3741","NRG Energy Services","Ivanpah 3","CA","San Bernardino",57499,57075,"ST1","57499 57075 ST1",9988,133.4,"Solar Thermal without Energy Storage","SUN","OP",12,2013,NA,NA,0.854709631485627
"3743","Newark America","Newark America Mill","MA","Worcester",56406,57103,"1","56406 57103 1",0,6.3,"Natural Gas Steam Turbine","NG","OS",2,2007,NA,NA,0
