PlantID,CombinedHeatAndPowerPlant,PlantName,OperatorName,OperatorID,PlantState,CensusRegion,NERCRegion,NAICSCode,SectorNumber,SectorName,GeneratorID,ReportedPrimeMover,NetGeneration2018,YEAR
613,N,Lauderdale,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,4GT2,CT,"680,312",2018
613,N,Lauderdale,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5GT1,CT,"418,291",2018
613,N,Lauderdale,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5GT2,CT,"94,011",2018
617,N,Port Everglades,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5A,CT,"1,652,006",2018
617,N,Port Everglades,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5B,CT,"1,395,955",2018
617,N,Port Everglades,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5C,CT,"1,468,679",2018
617,N,Port Everglades,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5ST,CA,"2,391,477",2018
619,N,Riviera,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5A,CT,"1,811,078",2018
619,N,Riviera,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5B,CT,"1,414,451",2018
619,N,Riviera,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5C,CT,"1,113,111",2018
619,N,Riviera,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5ST,CA,"2,381,959",2018
620,N,Sanford,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,4,CA,"1,673,917",2018
620,N,Sanford,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5,CA,"1,730,057",2018
620,N,Sanford,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,4A,CT,"752,251",2018
620,N,Sanford,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,4B,CT,"730,499",2018
620,N,Sanford,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,4C,CT,"862,352",2018
620,N,Sanford,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,4D,CT,"927,284",2018
620,N,Sanford,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5A,CT,"786,050",2018
620,N,Sanford,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5B,CT,"788,558",2018
620,N,Sanford,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5C,CT,"814,628",2018
620,N,Sanford,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5D,CT,"902,666",2018
621,N,Turkey Point,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5CA,CA,"2,142,699",2018
621,N,Turkey Point,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,ST1,ST,0,2018
621,N,Turkey Point,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,ST2,ST,0,2018
621,N,Turkey Point,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5CTA,CT,"976,753",2018
621,N,Turkey Point,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5CTB,CT,"886,099",2018
621,N,Turkey Point,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5CTC,CT,"989,010",2018
621,N,Turkey Point,Florida Power & Light Co,6452,FL,SAT,FRCC,22,1,Electric Utility,5CTD,CT,"1,068,101",2018
628,N,Crystal River,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,1,ST,"99,401",2018
628,N,Crystal River,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,2,ST,"717,074",2018
628,N,Crystal River,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,5,ST,"4,226,269",2018
628,N,Crystal River,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,ST4,ST,"3,408,455",2018
628,N,Crystal River,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,1GTA,CT,"306,889",2018
628,N,Crystal River,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,1GTB,CT,"251,709",2018
628,N,Crystal River,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,2GTA,CT,"187,244",2018
628,N,Crystal River,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,2GTB,CT,"169,112",2018
628,N,Crystal River,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,CC1ST,CA,"292,416",2018
628,N,Crystal River,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,CC2ST,CA,"162,953",2018
634,N,P L Bartow,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,4ST,CA,"2,292,575",2018
634,N,P L Bartow,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,4AGT,CT,"1,319,435",2018
634,N,P L Bartow,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,4BGT,CT,"1,115,441",2018
634,N,P L Bartow,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,4CGT,CT,"1,018,108",2018
634,N,P L Bartow,"Duke Energy Florida, LLC",6455,FL,SAT,FRCC,22,1,Electric Utility,4DGT,CT,"1,297,688",2018
641,N,Crist,Gulf Power Co,7801,FL,SAT,SERC,22,1,Electric Utility,4,ST,"87,693",2018
641,N,Crist,Gulf Power Co,7801,FL,SAT,SERC,22,1,Electric Utility,5,ST,"90,509",2018
641,N,Crist,Gulf Power Co,7801,FL,SAT,SERC,22,1,Electric Utility,6,ST,"1,201,414",2018
641,N,Crist,Gulf Power Co,7801,FL,SAT,SERC,22,1,Electric Utility,7,ST,"1,877,909",2018
643,N,Lansing Smith,Gulf Power Co,7801,FL,SAT,SERC,22,1,Electric Utility,3A,CT,"1,278,095",2018
643,N,Lansing Smith,Gulf Power Co,7801,FL,SAT,SERC,22,1,Electric Utility,3B,CT,"1,270,044",2018
643,N,Lansing Smith,Gulf Power Co,7801,FL,SAT,SERC,22,1,Electric Utility,3S,CA,"1,483,289",2018
645,N,Big Bend,Tampa Electric Co,18454,FL,SAT,FRCC,22,1,Electric Utility,ST1,ST,"487,018",2018
645,N,Big Bend,Tampa Electric Co,18454,FL,SAT,FRCC,22,1,Electric Utility,ST2,ST,"598,775",2018
645,N,Big Bend,Tampa Electric Co,18454,FL,SAT,FRCC,22,1,Electric Utility,ST3,ST,"1,552,716",2018
645,N,Big Bend,Tampa Electric Co,18454,FL,SAT,FRCC,22,1,Electric Utility,ST4,ST,"2,099,105",2018
663,N,Deerhaven Generating Station,Gainesville Regional Utilities,6909,FL,SAT,FRCC,22,1,Electric Utility,1,ST,"162,746",2018
663,N,Deerhaven Generating Station,Gainesville Regional Utilities,6909,FL,SAT,FRCC,22,1,Electric Utility,2,ST,"591,394",2018
664,N,John R Kelly,Gainesville Regional Utilities,6909,FL,SAT,FRCC,22,1,Electric Utility,8,CA,"189,618",2018
664,N,John R Kelly,Gainesville Regional Utilities,6909,FL,SAT,FRCC,22,1,Electric Utility,CT04,CT,"424,143",2018
667,N,Northside Generating Station,JEA,9617,FL,SAT,FRCC,22,1,Electric Utility,1,ST,"1,687,523",2018
667,N,Northside Generating Station,JEA,9617,FL,SAT,FRCC,22,1,Electric Utility,2,ST,"858,549",2018
667,N,Northside Generating Station,JEA,9617,FL,SAT,FRCC,22,1,Electric Utility,ST3,ST,"1,725,589",2018
673,N,Tom G Smith,City of Lake Worth - (FL),10620,FL,SAT,FRCC,22,1,Electric Utility,S3,ST,"4,211",2018
673,N,Tom G Smith,City of Lake Worth - (FL),10620,FL,SAT,FRCC,22,1,Electric Utility,S5,CA,"1,069",2018
673,N,Tom G Smith,City of Lake Worth - (FL),10620,FL,SAT,FRCC,22,1,Electric Utility,GT2,CT,"5,998",2018
675,N,Larsen Memorial,City of Lakeland - (FL),10623,FL,SAT,FRCC,22,1,Electric Utility,5,CA,"20,561",2018
675,N,Larsen Memorial,City of Lakeland - (FL),10623,FL,SAT,FRCC,22,1,Electric Utility,8,CT,"61,310",2018
676,N,C D McIntosh Jr,City of Lakeland - (FL),10623,FL,SAT,FRCC,22,1,Electric Utility,3,ST,"1,615,594",2018
676,N,C D McIntosh Jr,City of Lakeland - (FL),10623,FL,SAT,FRCC,22,1,Electric Utility,5CT,CT,"1,417,041",2018
676,N,C D McIntosh Jr,City of Lakeland - (FL),10623,FL,SAT,FRCC,22,1,Electric Utility,5ST,CA,"771,591",2018
676,N,C D McIntosh Jr,City of Lakeland - (FL),10623,FL,SAT,FRCC,22,1,Electric Utility,ST2,ST,0,2018
688,N,Arvah B Hopkins,City of Tallahassee - (FL),18445,FL,SAT,FRCC,22,1,Electric Utility,1,ST,"189,681",2018
688,N,Arvah B Hopkins,City of Tallahassee - (FL),18445,FL,SAT,FRCC,22,1,Electric Utility,2,CA,"410,876",2018
688,N,Arvah B Hopkins,City of Tallahassee - (FL),18445,FL,SAT,FRCC,22,1,Electric Utility,CT 2A,CT,"806,596",2018
689,N,S O Purdom,City of Tallahassee - (FL),18445,FL,SAT,FRCC,22,1,Electric Utility,8,CT,"748,353",2018
689,N,S O Purdom,City of Tallahassee - (FL),18445,FL,SAT,FRCC,22,1,Electric Utility,9,CA,"447,108",2018
703,N,Bowen,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,1,ST,"2,687,178",2018
703,N,Bowen,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,2,ST,"1,989,212",2018
703,N,Bowen,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,3,ST,"3,936,434",2018
703,N,Bowen,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,4,ST,"5,007,090",2018
708,N,Hammond,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,1,ST,"4,000",2018
708,N,Hammond,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,2,ST,"17,649",2018
708,N,Hammond,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,3,ST,"18,342",2018
708,N,Hammond,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,4,ST,"141,390",2018
710,N,Jack McDonough,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,4,CA,"2,134,489",2018
710,N,Jack McDonough,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,5,CA,"2,163,328",2018
710,N,Jack McDonough,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,6,CA,"1,599,830",2018
710,N,Jack McDonough,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,5ACT,CT,"2,072,668",2018
710,N,Jack McDonough,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,5BCT,CT,"1,878,421",2018
710,N,Jack McDonough,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,6ACT,CT,"1,532,869",2018
710,N,Jack McDonough,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,6BCT,CT,"1,437,293",2018
710,N,Jack McDonough,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,CT4A,CT,"1,967,917",2018
710,N,Jack McDonough,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,CT4B,CT,"2,012,342",2018
728,N,Yates,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,6,ST,"598,906",2018
728,N,Yates,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,7,ST,"579,085",2018
753,N,Crisp Plant,Crisp County Power Comm,4538,GA,SAT,SERC,22,1,Electric Utility,1,ST,29,2018
762,N,Ponca,Oklahoma Municipal Power Authority,14077,OK,WSC,MRO,22,1,Electric Utility,2,ST,0,2018
765,N,Kahe,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,K1,ST,"216,981",2018
765,N,Kahe,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,K2,ST,"323,879",2018
765,N,Kahe,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,K3,ST,"336,891",2018
765,N,Kahe,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,K4,ST,"354,350",2018
765,N,Kahe,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,K5,ST,"623,943",2018
765,N,Kahe,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,K6,ST,"590,425",2018
766,N,Waiau,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,W3,ST,"18,145",2018
766,N,Waiau,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,W4,ST,"18,868",2018
766,N,Waiau,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,W5,ST,"66,212",2018
766,N,Waiau,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,W6,ST,"87,966",2018
766,N,Waiau,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,W7,ST,"423,653",2018
766,N,Waiau,Hawaiian Electric Co Inc,19547,HI,PACN,HICC,22,1,Electric Utility,W8,ST,"348,285",2018
772,N,W H Hill,Hawaii Electric Light Co Inc,8287,HI,PACN,HICC,22,1,Electric Utility,5,ST,"55,497",2018
772,N,W H Hill,Hawaii Electric Light Co Inc,8287,HI,PACN,HICC,22,1,Electric Utility,6,ST,"104,645",2018
856,N,E D Edwards,Illinois Power Resources Generating LLC,49756,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,2,ST,"1,607,550",2018
856,N,E D Edwards,Illinois Power Resources Generating LLC,49756,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,3,ST,"1,681,684",2018
861,N,Coffeen,Illinois Power Generating Co,520,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,1,ST,"1,721,026",2018
861,N,Coffeen,Illinois Power Generating Co,520,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,2,ST,"3,580,977",2018
862,N,Grand Tower Energy Center LLC,Mainline Generation LLC,59371,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,1,CT,"252,522",2018
862,N,Grand Tower Energy Center LLC,Mainline Generation LLC,59371,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,2,CT,"369,873",2018
862,N,Grand Tower Energy Center LLC,Mainline Generation LLC,59371,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,3,CA,0,2018
862,N,Grand Tower Energy Center LLC,Mainline Generation LLC,59371,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,4,CA,0,2018
874,N,Joliet 9,Midwest Generations EME LLC,12384,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,6,ST,"-57,596",2018
876,N,Kincaid Generation LLC,Dynegy Kincaid Generation,59918,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,1,ST,"2,556,522",2018
876,N,Kincaid Generation LLC,Dynegy Kincaid Generation,59918,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,2,ST,"2,242,151",2018
879,N,Powerton,Midwest Generations EME LLC,12384,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,5,ST,"2,299,187",2018
879,N,Powerton,Midwest Generations EME LLC,12384,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,6,ST,"2,212,662",2018
883,N,Waukegan,Midwest Generations EME LLC,12384,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,7,ST,"890,650",2018
883,N,Waukegan,Midwest Generations EME LLC,12384,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,8,ST,"746,163",2018
884,N,Will County,Midwest Generations EME LLC,12384,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,4,ST,"1,003,780",2018
887,N,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,1,ST,"933,238",2018
887,N,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,2,ST,"892,119",2018
887,N,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,3,ST,"798,475",2018
887,N,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,4,ST,"799,661",2018
887,N,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,5,ST,"652,313",2018
887,N,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,6,ST,"763,670",2018
889,N,Baldwin Energy Complex,Dynegy Midwest Generation Inc,5517,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,1,ST,"3,242,469",2018
889,N,Baldwin Energy Complex,Dynegy Midwest Generation Inc,5517,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,2,ST,"3,966,917",2018
889,N,Baldwin Energy Complex,Dynegy Midwest Generation Inc,5517,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,3,ST,0,2018
891,N,Havana,Dynegy Midwest Generation Inc,5517,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,6,ST,"2,446,872",2018
892,N,Hennepin Power Station,Dynegy Midwest Generation Inc,5517,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,1,ST,"340,353",2018
892,N,Hennepin Power Station,Dynegy Midwest Generation Inc,5517,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,2,ST,"1,390,481",2018
963,N,Dallman,City of Springfield - (IL),17828,IL,ENC,SERC,22,1,Electric Utility,1,ST,"169,095",2018
963,N,Dallman,City of Springfield - (IL),17828,IL,ENC,SERC,22,1,Electric Utility,2,ST,"328,250",2018
963,N,Dallman,City of Springfield - (IL),17828,IL,ENC,SERC,22,1,Electric Utility,3,ST,"735,570",2018
963,N,Dallman,City of Springfield - (IL),17828,IL,ENC,SERC,22,1,Electric Utility,4,ST,"1,122,914",2018
972,N,Winnetka,Village of Winnetka - (IL),20824,IL,ENC,RFC,22,1,Electric Utility,4,ST,"1,187",2018
972,N,Winnetka,Village of Winnetka - (IL),20824,IL,ENC,RFC,22,1,Electric Utility,6,ST,815,2018
972,N,Winnetka,Village of Winnetka - (IL),20824,IL,ENC,RFC,22,1,Electric Utility,7,ST,"1,750",2018
976,N,Marion,Southern Illinois Power Coop,17632,IL,ENC,SERC,22,1,Electric Utility,1,ST,"230,046",2018
976,N,Marion,Southern Illinois Power Coop,17632,IL,ENC,SERC,22,1,Electric Utility,2,ST,"229,131",2018
976,N,Marion,Southern Illinois Power Coop,17632,IL,ENC,SERC,22,1,Electric Utility,3,ST,"233,424",2018
976,N,Marion,Southern Illinois Power Coop,17632,IL,ENC,SERC,22,1,Electric Utility,4,ST,"1,017,327",2018
983,N,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,1,ST,"1,142,146",2018
983,N,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,2,ST,"1,045,771",2018
983,N,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,3,ST,"1,199,274",2018
983,N,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,4,ST,"1,067,577",2018
983,N,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,5,ST,"1,114,309",2018
983,N,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,6,ST,"800,228",2018
990,N,Harding Street,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,5,ST,"91,818",2018
990,N,Harding Street,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,6,ST,"82,264",2018
990,N,Harding Street,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,7,ST,"805,185",2018
991,N,Eagle Valley (IN),Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,GT1,CT,"896,346",2018
991,N,Eagle Valley (IN),Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,GT2,CT,"783,656",2018
991,N,Eagle Valley (IN),Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,STG1,CA,"957,635",2018
992,Y,CC Perry K,Citizens Thermal Energy,3599,IN,ENC,RFC,22,3,NAICS-22 Cogen,4,ST,0,2018
992,Y,CC Perry K,Citizens Thermal Energy,3599,IN,ENC,RFC,22,3,NAICS-22 Cogen,6,ST,"9,207",2018
992,Y,CC Perry K,Citizens Thermal Energy,3599,IN,ENC,RFC,22,3,NAICS-22 Cogen,7,ST,"4,383",2018
992,Y,CC Perry K,Citizens Thermal Energy,3599,IN,ENC,RFC,22,3,NAICS-22 Cogen,8,ST,"3,689",2018
994,N,AES Petersburg,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,4,ST,"3,441,385",2018
994,N,AES Petersburg,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,ST1,ST,"1,490,479",2018
994,N,AES Petersburg,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,ST2,ST,"1,973,634",2018
994,N,AES Petersburg,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,ST3,ST,"2,195,710",2018
995,N,Bailly,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,7,ST,"208,826",2018
995,N,Bailly,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,8,ST,"-25,058",2018
997,N,Michigan City,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,12,ST,"2,040,518",2018
1001,N,Cayuga,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,1,ST,"2,915,098",2018
1001,N,Cayuga,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,2,ST,"3,167,011",2018
1004,N,Edwardsport,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,ST,CA,"1,828,443",2018
1004,N,Edwardsport,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,CT1,CT,"1,061,286",2018
1004,N,Edwardsport,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,CT2,CT,"1,072,289",2018
1007,N,Noblesville,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,1,CA,0,2018
1007,N,Noblesville,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,2,CA,0,2018
1007,N,Noblesville,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,3,CT,"502,136",2018
1007,N,Noblesville,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,4,CT,"502,136",2018
1007,N,Noblesville,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,5,CT,"502,136",2018
1008,N,R Gallagher,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,2,ST,"171,576",2018
1008,N,R Gallagher,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,4,ST,"113,576",2018
1012,N,F B Culley,Southern Indiana Gas & Elec Co,17633,IN,ENC,RFC,22,1,Electric Utility,2,ST,"253,666",2018
1012,N,F B Culley,Southern Indiana Gas & Elec Co,17633,IN,ENC,RFC,22,1,Electric Utility,3,ST,"1,658,578",2018
1016,N,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,1,CT,"7,191",2018
1016,N,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,2,CT,"6,602",2018
1016,N,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,3,CT,"7,983",2018
1016,N,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,6,CT,"7,814",2018
1016,N,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,7,CT,"8,063",2018
1016,N,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,8,CT,"8,719",2018
1016,N,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,9,CA,"12,282",2018
1024,N,Crawfordsville Power Plant,Crawfordsville Energy LLC,59774,IN,ENC,RFC,22,2,NAICS-22 Non-Cogen,4,ST,0,2018
1024,N,Crawfordsville Power Plant,Crawfordsville Energy LLC,59774,IN,ENC,RFC,22,2,NAICS-22 Non-Cogen,5,ST,0,2018
1040,N,Whitewater Valley,City of Richmond - (IN),15989,IN,ENC,RFC,22,1,Electric Utility,1,ST,"12,155",2018
1040,N,Whitewater Valley,City of Richmond - (IN),15989,IN,ENC,RFC,22,1,Electric Utility,2,ST,"28,937",2018
1047,N,Lansing,Interstate Power and Light Co,9417,IA,WNC,MRO,22,1,Electric Utility,4,ST,"883,151",2018
1048,N,Milton L Kapp,Interstate Power and Light Co,9417,IA,WNC,MRO,22,1,Electric Utility,2,ST,303,2018
1073,Y,Prairie Creek,Interstate Power and Light Co,9417,IA,WNC,MRO,22,1,Electric Utility,1,ST,"64,835",2018
1073,Y,Prairie Creek,Interstate Power and Light Co,9417,IA,WNC,MRO,22,1,Electric Utility,3,ST,"14,009",2018
1073,Y,Prairie Creek,Interstate Power and Light Co,9417,IA,WNC,MRO,22,1,Electric Utility,4,ST,"51,830",2018
1081,N,Riverside,MidAmerican Energy Co,12341,IA,WNC,MRO,22,1,Electric Utility,5,ST,"-1,973",2018
1082,Y,Walter Scott Jr Energy Center,MidAmerican Energy Co,12341,IA,WNC,MRO,22,1,Electric Utility,3,ST,"4,238,316",2018
1082,Y,Walter Scott Jr Energy Center,MidAmerican Energy Co,12341,IA,WNC,MRO,22,1,Electric Utility,4,ST,"5,801,549",2018
1091,N,George Neal North,MidAmerican Energy Co,12341,IA,WNC,MRO,22,1,Electric Utility,3,ST,"2,277,961",2018
1104,N,Burlington (IA),Interstate Power and Light Co,9417,IA,WNC,MRO,22,1,Electric Utility,1,ST,"1,189,433",2018
1122,N,Ames Electric Services Power Plant,City of Ames - (IA),554,IA,WNC,MRO,22,1,Electric Utility,7,ST,596,2018
1122,N,Ames Electric Services Power Plant,City of Ames - (IA),554,IA,WNC,MRO,22,1,Electric Utility,8,ST,"185,468",2018
